Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtExposure,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
274,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1958,1988,CBlock,No,1240,GasA,Y,SBrkr,1632,1,0,2,0,3,1,6,Min1,1,Attchd,1958,1,338,Y,289,0,0,0,0,0,NA,0,4,2009,WD,Normal,139000
275,RL,76,8314,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1982,1982,CBlock,Gd,816,GasA,Y,SBrkr,816,0,0,1,0,2,1,5,Typ,0,Attchd,1982,1,264,Y,168,0,0,0,0,0,NA,0,6,2007,WD,Normal,124500
276,RL,55,7264,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1925,2007,BrkTil,No,952,GasW,N,SBrkr,1548,0,0,2,1,3,1,5,Typ,0,Detchd,1978,2,672,Y,74,0,0,0,144,0,NA,0,10,2009,WD,Normal,205000
277,RL,129,9196,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,2003,2003,PConc,No,1560,GasA,Y,SBrkr,1560,0,0,2,0,3,1,7,Typ,0,Attchd,2003,2,573,Y,100,150,0,0,0,0,NA,0,4,2010,WD,Normal,201000
278,RL,140,19138,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1951,1951,CBlock,No,864,GasA,Y,SBrkr,864,0,0,1,0,2,1,4,Typ,0,Detchd,1951,2,400,Y,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,141000
279,RL,107,14450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2006,2007,PConc,Gd,2121,GasA,Y,SBrkr,2121,0,0,2,1,3,1,8,Typ,1,Attchd,2007,3,732,Y,124,98,0,0,142,0,NA,0,5,2007,New,Partial,415298
280,RL,83,10005,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,1977,1977,CBlock,No,1160,GasA,Y,SBrkr,2022,0,0,2,1,4,1,8,Typ,1,Attchd,1977,2,505,Y,288,117,0,0,0,0,NA,0,3,2008,WD,Normal,192000
281,RL,82,11287,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1989,1989,CBlock,Av,807,GasA,Y,SBrkr,1982,0,0,2,1,3,1,7,Typ,1,Attchd,1989,2,575,Y,0,84,0,196,0,0,NA,0,1,2007,WD,Normal,228500
282,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2006,2006,PConc,No,1262,GasA,Y,SBrkr,1262,0,0,2,0,2,1,5,Typ,0,Attchd,2006,2,572,Y,0,120,0,0,0,0,NA,0,5,2006,New,Partial,185000
283,RL,34,5063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,2007,2008,PConc,No,1314,GasA,Y,SBrkr,1314,1,0,2,0,2,1,6,Typ,1,Attchd,2008,2,626,Y,172,62,0,0,0,0,NA,0,4,2009,ConLw,Normal,207500
284,RL,74,9612,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,2008,2009,PConc,No,1468,GasA,Y,SBrkr,1468,0,0,2,0,3,1,6,Typ,1,Attchd,2008,3,898,Y,210,150,0,0,0,0,NA,0,12,2009,New,Partial,244600
285,RL,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1992,1992,PConc,No,1575,GasA,Y,SBrkr,1575,1,0,2,0,2,1,5,Typ,0,Attchd,1992,2,529,Y,0,0,52,0,0,0,NA,0,7,2007,WD,Normal,179200
286,FV,35,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2006,2007,PConc,No,625,GasA,Y,SBrkr,1250,0,0,2,1,2,1,5,Typ,0,Detchd,2006,2,528,Y,0,54,0,0,0,0,NA,0,6,2007,New,Partial,164700
287,RL,77,9786,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,1962,1981,CBlock,No,912,GasA,Y,SBrkr,1734,0,0,1,1,3,1,7,Typ,1,Attchd,1962,2,440,Y,0,0,0,0,128,0,NA,0,6,2006,WD,Normal,159000
288,RL,NA,8125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,CBlock,No,858,GasA,Y,SBrkr,858,0,0,1,0,3,1,5,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,88000
289,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1967,1967,CBlock,No,882,GasA,Y,SBrkr,900,0,0,1,0,3,1,5,Typ,0,Detchd,1970,1,280,Y,0,0,0,0,0,0,NA,0,2,2010,WD,Normal,122000
290,RL,60,8730,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,1915,2003,BrkTil,No,698,GasA,Y,FuseA,1396,0,0,1,0,3,1,7,Typ,0,Detchd,2003,1,384,Y,0,0,0,0,259,0,NA,0,7,2007,WD,Normal,153575
291,RL,120,15611,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2006,2006,PConc,Av,1079,GasA,Y,SBrkr,1919,0,0,2,1,3,1,8,Typ,1,Attchd,2006,2,685,Y,0,51,0,0,0,0,NA,0,7,2006,New,Partial,233230
292,RL,55,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,1912,2000,PConc,No,780,GasA,N,SBrkr,1716,1,0,2,0,6,1,9,Typ,0,NA,NA,0,0,N,0,184,0,0,0,0,NA,0,3,2008,WD,Normal,135900
293,RL,60,11409,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1949,2008,CBlock,No,768,GasA,Y,SBrkr,1716,0,0,1,1,3,1,8,Min2,1,Attchd,1949,1,281,Y,0,0,0,0,160,0,NA,0,1,2009,WD,Normal,131000
294,RL,NA,16659,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,1977,1994,CBlock,No,795,GasA,Y,SBrkr,2263,1,0,2,1,3,1,9,Typ,1,Attchd,1977,2,539,Y,0,250,0,0,0,0,NA,0,3,2006,WD,Normal,235000
295,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1953,1953,CBlock,No,1416,GasA,Y,SBrkr,1644,1,0,1,0,3,1,7,Typ,2,Attchd,1953,2,418,Y,110,0,0,0,0,0,NA,0,10,2009,WD,Normal,167000
296,RL,37,7937,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1984,1984,CBlock,Av,1003,GasA,Y,SBrkr,1003,1,0,1,0,3,1,6,Typ,0,Detchd,1984,2,588,Y,120,0,0,0,0,0,NA,0,3,2006,WD,Normal,142500
297,RM,75,13710,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1950,1950,CBlock,No,910,GasA,Y,FuseA,1558,0,0,1,1,4,1,6,Typ,0,Attchd,1950,1,282,Y,289,0,0,0,0,0,NA,0,6,2007,WD,Normal,152000
298,FV,66,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,1997,1998,PConc,No,975,GasA,Y,SBrkr,1950,0,0,2,1,3,1,7,Typ,1,Detchd,1997,2,576,Y,0,10,0,0,198,0,NA,0,6,2007,WD,Normal,239000
299,RL,90,11700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1968,1968,CBlock,No,702,GasA,Y,SBrkr,1743,0,1,1,2,3,1,7,Typ,1,Attchd,1968,2,539,Y,224,0,0,0,0,0,NA,0,6,2007,WD,Normal,175000
300,RL,80,14000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1950,2004,CBlock,No,1092,GasA,Y,SBrkr,1152,0,1,1,0,3,1,6,Typ,1,Attchd,1950,1,300,Y,0,36,0,0,0,0,NA,0,8,2009,WD,Family,158500
301,RL,90,15750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,1953,1953,CBlock,Mn,1165,GasA,Y,SBrkr,1336,1,0,1,0,2,1,5,Typ,2,Attchd,1953,1,375,Y,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,157000
302,RL,66,16226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1998,1999,PConc,No,1028,GasA,Y,SBrkr,2452,0,0,2,1,4,1,9,Typ,1,BuiltIn,1998,2,683,Y,208,50,0,0,0,0,NA,0,5,2007,WD,Normal,267000
303,RL,118,13704,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2001,2002,PConc,No,1541,GasA,Y,SBrkr,1541,0,0,2,0,3,1,6,Typ,1,Attchd,2001,3,843,Y,468,81,0,0,0,0,NA,0,1,2006,WD,Normal,205000
304,RL,70,9800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1972,1972,PConc,No,894,GasA,Y,SBrkr,894,1,0,1,0,3,1,5,Typ,0,Attchd,1975,2,552,Y,256,0,0,0,0,0,NA,0,7,2006,WD,Abnorml,149900
305,RM,87,18386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,1880,2002,BrkTil,No,1470,GasA,Y,SBrkr,3493,0,0,3,0,3,1,10,Typ,1,Attchd,2003,3,870,Y,302,0,0,0,0,0,NA,0,5,2008,WD,Normal,295000
306,RL,80,10386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2004,2005,PConc,No,2000,GasA,Y,SBrkr,2000,1,0,2,0,3,1,8,Typ,0,Attchd,2004,3,888,Y,168,0,0,0,0,0,NA,0,7,2007,WD,Normal,305900
307,RL,116,13474,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,1990,1991,CBlock,No,700,GasA,Y,SBrkr,2243,1,0,2,1,4,1,8,Typ,1,Attchd,1990,3,746,Y,127,44,224,0,0,0,NA,0,6,2007,WD,Normal,225000
308,RM,NA,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,1920,1950,CBlock,No,319,GasA,Y,FuseA,1406,0,0,1,0,3,1,6,Typ,0,NA,NA,0,0,N,0,144,0,0,0,0,NA,0,3,2008,WD,Normal,89500
309,RL,NA,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1940,1950,CBlock,No,861,GasA,Y,SBrkr,861,0,0,1,0,1,1,4,Typ,0,Detchd,1961,2,539,Y,158,0,0,0,0,0,NA,0,3,2009,WD,Normal,82500
310,RL,90,12378,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2003,2004,PConc,Gd,1896,GasA,Y,SBrkr,1944,1,0,2,0,3,1,8,Typ,3,Attchd,2003,3,708,Y,208,175,0,0,0,0,NA,0,11,2006,WD,Normal,360000
311,RL,NA,7685,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1993,1994,PConc,No,697,GasA,Y,SBrkr,1501,0,0,2,1,3,1,6,Typ,1,Attchd,1993,2,420,Y,190,63,0,0,0,0,NA,0,5,2006,WD,Normal,165600
312,RL,50,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1948,2002,CBlock,No,972,GasA,Y,SBrkr,972,1,0,1,0,2,1,5,Typ,1,Detchd,1948,1,240,Y,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,132000
313,RM,65,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,1939,1950,CBlock,Mn,793,GasA,Y,SBrkr,1118,1,0,1,0,3,1,5,Typ,1,Detchd,1939,2,410,Y,0,0,0,0,271,0,NA,0,5,2006,WD,Normal,119900
314,RL,150,215245,Pave,NA,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,1965,1965,CBlock,Gd,2136,GasW,Y,SBrkr,2036,2,0,2,0,3,1,8,Typ,2,Attchd,1965,2,513,Y,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,375000
315,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1925,1990,BrkTil,No,728,GasA,Y,SBrkr,1641,0,1,1,1,3,1,6,Typ,1,Detchd,1925,2,546,Y,0,0,234,0,0,0,NA,0,8,2006,WD,Normal,178000
316,RL,71,7795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2004,2005,PConc,No,716,GasA,Y,SBrkr,1432,1,0,2,1,3,1,6,Typ,1,Attchd,2004,2,432,Y,100,51,0,0,0,0,NA,0,7,2009,WD,Normal,188500
317,RL,94,13005,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1980,1980,CBlock,No,845,GasA,Y,SBrkr,2353,1,0,2,1,4,1,10,Typ,1,Attchd,1983,2,484,Y,288,195,0,0,0,0,NA,0,8,2009,WD,Normal,260000
318,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2006,2006,PConc,Av,1088,GasA,Y,SBrkr,1959,0,0,2,1,3,1,8,Typ,1,Attchd,2006,3,1025,Y,208,46,0,0,0,0,NA,0,12,2007,WD,Normal,270000
319,RL,90,9900,Pave,NA,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,1993,1993,PConc,Gd,1347,GasA,Y,SBrkr,2646,1,0,2,1,4,1,9,Typ,1,Attchd,1993,3,656,Y,340,60,144,0,0,0,NA,0,4,2009,WD,Normal,260000
320,RL,NA,14115,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,1980,1980,CBlock,Av,1372,GasA,Y,SBrkr,1472,1,0,2,0,3,1,6,Typ,2,Attchd,1980,2,588,Y,233,48,0,0,0,0,NA,0,6,2009,WD,Normal,187500
321,RL,111,16259,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2006,2006,PConc,Av,1249,GasA,Y,SBrkr,2596,0,0,3,1,4,1,9,Typ,0,Attchd,2006,3,840,Y,240,154,0,0,0,0,NA,0,9,2006,New,Partial,342643
322,RL,99,12099,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2004,2004,PConc,Av,1136,GasA,Y,SBrkr,2468,1,0,2,1,4,1,10,Typ,1,BuiltIn,2004,3,872,Y,184,154,0,0,0,0,NA,0,6,2007,WD,Normal,354000
323,RL,86,10380,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1986,1987,CBlock,Gd,1502,GasA,Y,SBrkr,2730,1,0,2,1,4,1,8,Typ,1,Attchd,1987,2,576,Y,201,96,0,0,0,0,NA,0,8,2007,WD,Normal,301000
324,RM,49,5820,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1955,2005,CBlock,No,1162,GasA,Y,SBrkr,1163,1,0,1,0,3,1,6,Typ,0,Attchd,1955,1,220,Y,142,98,0,0,0,0,NA,0,7,2006,WD,Normal,126175
325,RL,96,11275,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,1967,2007,CBlock,No,710,GasA,Y,SBrkr,2978,0,0,2,1,5,1,11,Typ,1,BuiltIn,1961,2,564,Y,240,0,0,0,0,0,NA,0,6,2010,WD,Normal,242000
326,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,1941,1950,CBlock,Av,720,GasA,N,FuseF,803,0,0,1,0,2,1,5,Typ,0,Detchd,1941,2,360,Y,0,0,244,0,0,0,NA,0,12,2007,WD,Normal,87000
327,RL,32,10846,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,1993,1993,PConc,Gd,1719,GasA,Y,SBrkr,1719,2,0,1,1,1,1,6,Typ,2,Attchd,1993,2,473,Y,122,30,0,0,0,0,NA,0,5,2008,Con,Normal,324000
328,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1960,1960,CBlock,No,1383,GasA,Y,SBrkr,1383,0,0,1,1,3,1,7,Typ,0,Attchd,1960,1,292,Y,0,45,0,0,0,0,NA,0,4,2006,WD,Normal,145250
329,RL,NA,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,1916,1994,BrkTil,No,844,GasA,N,FuseA,2134,0,0,2,0,5,1,10,Typ,0,Detchd,1930,2,441,Y,0,60,268,0,0,0,NA,0,7,2009,WD,Normal,214500
330,RM,60,6402,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,1920,1950,PConc,Mn,596,GasA,N,SBrkr,1192,0,0,1,0,3,1,6,Typ,0,Detchd,1920,1,189,N,0,0,137,0,0,0,NA,0,7,2009,WD,Normal,78000
331,RL,NA,10624,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,1964,1964,CBlock,No,1728,GasA,Y,SBrkr,1728,0,1,2,0,6,2,10,Typ,0,Detchd,2002,1,352,Y,155,0,0,0,0,0,NA,0,11,2007,WD,Normal,119000
332,RL,70,8176,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,1992,CBlock,No,1056,GasA,Y,SBrkr,1056,1,0,1,0,3,1,6,Typ,0,Attchd,1958,1,308,Y,0,0,0,0,0,0,NA,0,8,2007,WD,Normal,139000
333,RL,85,10655,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2003,2004,PConc,No,3206,GasA,Y,SBrkr,1629,1,0,2,0,3,1,7,Typ,1,Attchd,2003,3,880,Y,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,284000
334,RM,59,8198,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2004,2004,PConc,Av,1358,GasA,Y,SBrkr,1358,1,0,2,0,2,1,6,Typ,1,Attchd,2004,2,484,Y,192,30,0,0,0,0,NA,0,7,2008,WD,Normal,207000
335,RL,59,9042,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1998,1998,PConc,Gd,943,GasA,Y,SBrkr,1638,1,0,2,1,3,1,7,Typ,2,Attchd,1998,2,472,Y,100,38,0,0,0,0,NA,0,7,2008,WD,Normal,192000
336,RL,NA,164660,Grvl,NA,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,1965,1965,CBlock,Gd,1499,GasA,Y,SBrkr,1786,2,0,2,0,3,1,7,Typ,2,Attchd,1965,2,529,Y,670,0,0,0,0,0,Shed,700,8,2008,WD,Normal,228950
337,RL,86,14157,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,2005,2006,PConc,Gd,1922,GasA,Y,SBrkr,1922,1,0,2,0,3,1,8,Typ,1,Attchd,2005,3,676,Y,178,51,0,0,0,0,NA,0,7,2007,WD,Normal,377426
338,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2002,2003,PConc,Av,1536,GasA,Y,SBrkr,1536,1,0,2,0,3,1,7,Typ,0,Attchd,2002,2,532,Y,192,74,0,0,0,0,NA,0,12,2008,WD,Normal,214000
339,RL,91,14145,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1984,1998,CBlock,Mn,1208,GasA,Y,SBrkr,1621,1,0,2,0,3,1,8,Typ,0,Attchd,1984,2,440,Y,108,45,0,0,0,0,Shed,400,5,2006,WD,Normal,202500
340,RL,66,12400,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1958,1998,CBlock,No,1215,GasA,Y,FuseA,1215,0,0,1,0,3,1,6,Typ,0,Attchd,1958,1,297,Y,0,0,0,0,234,0,NA,0,6,2009,WD,Normal,155000
341,RL,85,14191,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,2002,2002,PConc,No,967,GasA,Y,SBrkr,1908,0,0,2,1,4,1,9,Typ,0,Attchd,2002,2,431,Y,135,0,0,0,0,0,NA,0,4,2010,WD,Normal,202900
342,RH,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,1950,1950,CBlock,No,721,GasA,Y,SBrkr,841,0,0,1,0,2,1,4,Typ,0,CarPort,1950,1,294,N,250,0,24,0,0,0,NA,0,9,2009,WD,Normal,82000
343,RL,NA,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,1949,1950,Slab,NA,0,Wall,N,FuseA,1040,0,0,2,0,2,2,6,Typ,0,Detchd,1949,2,400,Y,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,87500
344,RL,63,8849,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2005,2005,PConc,No,1684,GasA,Y,SBrkr,1684,0,0,2,0,2,1,6,Typ,1,Attchd,2005,2,564,Y,495,72,0,0,0,0,NA,0,7,2008,WD,Normal,266000
345,RM,36,2592,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,1976,1976,CBlock,No,536,GasA,Y,SBrkr,1112,0,0,1,1,3,1,4,Typ,0,Attchd,1976,1,336,Y,182,0,0,0,0,0,NA,0,4,2010,WD,Normal,85000
346,RL,65,6435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,1939,1950,BrkTil,No,972,GasA,Y,SBrkr,1577,0,0,1,0,3,1,6,Typ,1,Detchd,1939,1,312,Y,0,0,0,0,0,0,NA,0,10,2006,WD,Normal,140200
347,RL,NA,12772,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,1960,1998,CBlock,Mn,958,GasA,Y,SBrkr,958,0,0,1,0,2,1,5,Typ,0,Attchd,1960,1,301,Y,0,0,0,0,0,0,Gar2,15500,4,2007,WD,Normal,151500
348,RL,NA,17600,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1960,1960,CBlock,No,1478,GasA,Y,FuseA,1478,1,0,2,0,3,1,6,Typ,2,Attchd,1960,2,498,Y,0,40,0,0,0,0,NA,0,12,2009,WD,Normal,157500
349,RL,36,2448,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,2003,2004,PConc,No,764,GasA,Y,SBrkr,1626,1,0,2,1,2,1,6,Typ,0,BuiltIn,2003,2,474,Y,0,27,0,0,0,0,NA,0,10,2008,WD,Normal,154000
350,RL,56,20431,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2005,2006,PConc,No,1848,GasA,Y,SBrkr,2728,1,0,2,1,4,1,10,Typ,2,Attchd,2006,3,706,Y,0,0,0,0,0,0,NA,0,4,2006,New,Partial,437154
351,RL,68,7820,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2007,2007,PConc,No,1869,GasA,Y,SBrkr,1869,0,0,2,0,2,1,6,Typ,1,Attchd,2007,2,617,Y,210,54,0,0,0,0,NA,0,12,2007,New,Partial,318061
352,RL,NA,5271,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,1986,1986,PConc,Gd,1453,GasA,Y,SBrkr,1453,1,0,1,1,2,1,6,Typ,1,Attchd,1986,2,445,Y,0,80,0,0,184,0,NA,0,12,2006,WD,Abnorml,190000
353,RL,60,9084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,1941,1950,CBlock,Mn,616,GasA,N,SBrkr,1111,0,1,1,0,3,1,5,Typ,0,Detchd,1941,1,200,Y,48,0,0,0,0,0,NA,0,3,2008,ConLw,Normal,95000
354,RM,60,8520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1928,2003,BrkTil,No,624,GasA,Y,SBrkr,720,0,0,1,0,2,1,5,Typ,0,Detchd,2005,2,484,Y,106,0,0,0,0,0,NA,0,5,2010,WD,Normal,105900
355,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1940,2000,CBlock,No,940,GasA,Y,SBrkr,1595,0,0,1,0,2,1,6,Typ,2,Attchd,1940,1,240,Y,0,0,108,0,0,0,NA,0,6,2006,WD,Normal,140000
356,RL,105,11249,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1995,1995,PConc,No,1200,GasA,Y,SBrkr,1200,1,0,2,0,3,1,6,Typ,0,Attchd,1995,2,521,Y,0,26,0,0,0,0,NA,0,8,2007,WD,Normal,177500
357,RL,NA,9248,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1992,1992,PConc,No,1158,GasA,Y,SBrkr,1167,1,0,2,0,3,1,6,Typ,0,Attchd,1992,2,400,Y,120,26,0,0,0,0,NA,0,7,2009,WD,Normal,173000
